County,State,Population,Per Capita Income,Poverty Count,Poverty Rate
Hyde County,South Dakota,1319,34034,135,10.23502653525398
Jackson County,South Dakota,3290,13528,1448,44.01215805471125
Jerauld County,South Dakota,2018,42660,157,7.7799801783944496
Jones County,South Dakota,793,27139,98,12.35813366960908
Kingsbury County,South Dakota,4944,35773,397,8.029935275080906
Lake County,South Dakota,12717,33728,1526,11.99968546040733
Lawrence County,South Dakota,25478,31712,3096,12.151660255907057
Lincoln County,South Dakota,56826,40059,2303,4.052722345405272
Lyman County,South Dakota,3848,22850,778,20.218295218295218
McCook County,South Dakota,5548,29020,521,9.390771449170872
McPherson County,South Dakota,2297,28559,304,13.234653896386591
Marshall County,South Dakota,4891,32472,406,8.300960948681253
Meade County,South Dakota,27717,28809,1847,6.6637803514088825
Mellette County,South Dakota,2052,13784,1042,50.77972709551657
Miner County,South Dakota,2211,28381,148,6.693803708729082
Minnehaha County,South Dakota,188674,31716,18246,9.670648844037864
Moody County,South Dakota,6507,31300,726,11.157215306592901
Oglala Lakota County,South Dakota,14335,10388,6569,45.824904080920824
Pennington County,South Dakota,110685,31874,14833,13.401093192392826
Perkins County,South Dakota,2897,33678,261,9.009319986192613
Potter County,South Dakota,2315,32379,167,7.213822894168466
Roberts County,South Dakota,10287,26243,2027,19.70448138427141
Sanborn County,South Dakota,2379,32745,205,8.617065994115174
Spink County,South Dakota,6483,35393,627,9.671448403516889
Stanley County,South Dakota,3017,42838,140,4.640371229698376
Sully County,South Dakota,1305,39226,103,7.892720306513409
Todd County,South Dakota,10195,10739,5584,54.771947032859245
Tripp County,South Dakota,5458,27036,1037,18.999633565408576
Turner County,South Dakota,8300,30677,886,10.674698795180722
Union County,South Dakota,15368,42411,1305,8.49167100468506
Walworth County,South Dakota,5457,32563,519,9.510720175920834
Yankton County,South Dakota,22717,31772,2372,10.441519566844214
Ziebach County,South Dakota,2791,16555,1181,42.314582586886424
Anderson County,Tennessee,76061,28455,12481,16.409197880648428
Bedford County,Tennessee,48292,24864,6818,14.118280460531766
Benton County,Tennessee,16140,22636,3122,19.34324659231722
Bledsoe County,Tennessee,14836,21700,3162,21.31302237799946
Blount County,Tennessee,129927,30548,14179,10.913051174890516
Bradley County,Tennessee,105749,26655,16333,15.445063310291351
Campbell County,Tennessee,39797,24212,8158,20.49903259039626
Cannon County,Tennessee,14178,26435,2216,15.62984906192693
Carroll County,Tennessee,27886,22394,5009,17.962418417844077
Carter County,Tennessee,56433,23205,12079,21.404142965995074
Cheatham County,Tennessee,40181,27893,4190,10.42781414101192
Chester County,Tennessee,17190,22629,2524,14.682955206515416
Claiborne County,Tennessee,31732,21566,6825,21.508256649439055
Clay County,Tennessee,7654,18983,1969,25.72511105304416
Cocke County,Tennessee,35552,21867,8242,23.182943294329434
Coffee County,Tennessee,55209,26557,7613,13.789418391928852
Crockett County,Tennessee,14399,23771,2524,17.52899506910202
Cumberland County,Tennessee,59216,25832,8020,13.54363685490408
Davidson County,Tennessee,687488,36440,99119,14.417560742878422
Decatur County,Tennessee,11686,23857,2016,17.251411945918193
DeKalb County,Tennessee,19847,25399,3564,17.957373910414674
Dickson County,Tennessee,52680,27115,7064,13.409263477600607
Dyer County,Tennessee,37416,27710,6788,18.14197134915544
Fayette County,Tennessee,40164,33383,5327,13.263121203067424
Fentress County,Tennessee,18213,20093,3649,20.03513973535387
Franklin County,Tennessee,41725,28317,5696,13.651288196524867
Gibson County,Tennessee,49228,23211,7600,15.438368408222964
Giles County,Tennessee,29285,25690,4186,14.294007170906609
Grainger County,Tennessee,23101,23595,4146,17.947275009739837
Greene County,Tennessee,68834,25190,11119,16.153354446930297
Grundy County,Tennessee,13344,20592,2977,22.30965227817746
Hamblen County,Tennessee,64132,23517,10828,16.883926900767168
Hamilton County,Tennessee,360919,32839,44952,12.454872145827736
Hancock County,Tennessee,6587,23728,1814,27.539092151206923
Hardeman County,Tennessee,25443,18172,3816,14.998231340643791
Hardin County,Tennessee,25715,24243,5075,19.735562901030526
Hawkins County,Tennessee,56611,24695,10621,18.761371464909647
Haywood County,Tennessee,17623,21839,3267,18.538273846677637
Henderson County,Tennessee,27977,22695,5183,18.525932015584228
Henry County,Tennessee,32284,24124,6382,19.768306281749474
Hickman County,Tennessee,24813,22856,4308,17.361866763390157
Houston County,Tennessee,8164,22360,1321,16.18079372856443
Humphreys County,Tennessee,18435,25428,2806,15.221046921616491
Jackson County,Tennessee,11682,21037,2196,18.798151001540834
Jefferson County,Tennessee,53679,25159,6822,12.708880567819818
Johnson County,Tennessee,17753,22107,3892,21.923055258266206
Knox County,Tennessee,461104,33229,65448,14.193761060411534
Lake County,Tennessee,7401,15732,1315,17.76786920686394
Lauderdale County,Tennessee,25989,18515,4888,18.8079572126669
Lawrence County,Tennessee,43390,21720,7250,16.70891910578474
Lewis County,Tennessee,12027,21516,2295,19.082065352955848
Lincoln County,Tennessee,33924,26965,4919,14.500058955311873
Loudon County,Tennessee,52340,31478,5845,11.167367214367596
McMinn County,Tennessee,53053,23885,9937,18.73032627749609
McNairy County,Tennessee,25844,20934,4783,18.507197028323787
Macon County,Tennessee,23842,22527,4054,17.00360707994296
Madison County,Tennessee,97625,26722,17412,17.83559539052497
Marion County,Tennessee,28538,25467,4332,15.179760319573901
Marshall County,Tennessee,32965,25410,4531,13.744880934324282
Maury County,Tennessee,91976,28970,9146,9.943898408280422
Meigs County,Tennessee,12104,24525,2006,16.573033707865168
Monroe County,Tennessee,46064,23207,8326,18.074852379298367
Montgomery County,Tennessee,200180,26923,26060,13.018283544809673
Moore County,Tennessee,6378,30658,484,7.588585763562246
Morgan County,Tennessee,21545,20204,4232,19.64260849385008
Obion County,Tennessee,30365,23375,6267,20.638893462868435
Overton County,Tennessee,22068,21808,3736,16.929490665216605
Perry County,Tennessee,7962,27970,2099,26.362722933936194
Pickett County,Tennessee,5079,24907,1001,19.708604055916517
Polk County,Tennessee,16814,25405,2473,14.707981444034731
Putnam County,Tennessee,77447,24946,14041,18.129817810890028
Rhea County,Tennessee,32719,22336,6122,18.710840795867846
Roane County,Tennessee,53075,30209,7237,13.635421573245408
Robertson County,Tennessee,70280,29524,7983,11.35885031303358
Rutherford County,Tennessee,315815,30159,34439,10.9048018618495
Scott County,Tennessee,21969,20849,4687,21.334607856525103
Sequatchie County,Tennessee,14816,23050,2874,19.397948164146868
Sevier County,Tennessee,97068,25283,13078,13.473029216631641
Shelby County,Tennessee,936374,30104,177675,18.9747899877613
Smith County,Tennessee,19740,28797,3482,17.639311043566362
Stewart County,Tennessee,13427,24113,1821,13.562225366798241
Sullivan County,Tennessee,157050,28429,24615,15.673352435530086
Sumner County,Tennessee,183437,33851,16277,8.873346162442692
Tipton County,Tennessee,61447,28457,7503,12.210522889644734
Trousdale County,Tennessee,10231,24795,947,9.256182191379143
Unicoi County,Tennessee,17811,23455,3142,17.640783785301217
Union County,Tennessee,19488,24010,4216,21.633825944170773
Van Buren County,Tennessee,5760,20634,947,16.44097222222222
Warren County,Tennessee,40702,22802,8714,21.409267357869393
Washington County,Tennessee,127805,29656,18955,14.831188138179257
Wayne County,Tennessee,16693,20689,2635,15.785059605822799
Weakley County,Tennessee,33510,22755,6264,18.692927484333037
White County,Tennessee,26800,22040,4280,15.970149253731345
Williamson County,Tennessee,225389,52702,9776,4.337390023470533
Wilson County,Tennessee,136666,34575,10383,7.597354133434797
Anderson County,Texas,57810,17280,6598,11.413250302715792
Andrews County,Texas,18036,30673,1647,9.131736526946108
Angelina County,Texas,87322,23147,15026,17.20757655573624
Aransas County,Texas,24462,30863,5127,20.959038508707383
Archer County,Texas,8716,34617,1033,11.85176686553465
Armstrong County,Texas,1973,31749,174,8.819057273188038
Atascosa County,Texas,49528,23890,7196,14.529155225327086
Austin County,Texas,29764,30219,3583,12.038032522510415
Bailey County,Texas,7100,21945,590,8.309859154929578
Bandera County,Texas,22215,29561,3455,15.552554580238578
Bastrop County,Texas,84522,27773,9230,10.92023378528667
Baylor County,Texas,3577,22987,406,11.350293542074363
Bee County,Texas,32611,18340,5120,15.700223850847875
Bell County,Texas,348574,26677,46752,13.412360072753563
Bexar County,Texas,1952843,27834,301755,15.452087034134337
Blanco County,Texas,11478,37998,1015,8.84300400766684
Borden County,Texas,613,34028,16,2.6101141924959217
Bosque County,Texas,18296,26636,2823,15.429602098819414
Bowie County,Texas,93373,27095,14534,15.565527507951979
Brazoria County,Texas,360677,34561,30317,8.405581725477367
Brazos County,Texas,222981,27632,50496,22.645875657567235
Brewster County,Texas,9231,28915,1254,13.584660383490412
Briscoe County,Texas,1457,23933,233,15.991763898421413
Brooks County,Texas,7141,14523,2724,38.145917938664056
Brown County,Texas,37855,27463,4545,12.006339981508388
Burleson County,Texas,18058,30086,2095,11.601506257614354
Burnet County,Texas,46530,30980,4661,10.01719320868257
Caldwell County,Texas,42144,25086,7541,17.893413059984812
Calhoun County,Texas,21668,27268,2923,13.48993908067196
Callahan County,Texas,13856,26051,1462,10.551385681293302
Cameron County,Texas,421666,17430,120764,28.639729074670473
Camp County,Texas,12878,22449,2372,18.419009162913497
Carson County,Texas,6009,34708,493,8.204360126476951
Cass County,Texas,30059,23075,5455,18.14764296882797
Castro County,Texas,7673,21884,1038,13.52795516747035
Chambers County,Texas,41305,35916,4960,12.008231448977122
Cherokee County,Texas,52118,22391,8013,15.37472658198703
Childress County,Texas,7253,21233,799,11.016131256031986
Clay County,Texas,10403,29159,1259,12.102278188983947
Cochran County,Texas,2887,21463,730,25.28576376861794
Coke County,Texas,3303,25285,398,12.04965183166818
Coleman County,Texas,8334,27752,1135,13.618910487161026
Collin County,Texas,973977,44548,60908,6.253535761111402
Collingsworth County,Texas,2969,25681,493,16.604917480633212
Colorado County,Texas,21224,29552,2080,9.80022615906521
Comal County,Texas,141642,38991,10712,7.562728569209698
Comanche County,Texas,13529,26728,1485,10.97642102150935
Concho County,Texas,3266,21420,268,8.205756276791181
Cooke County,Texas,40041,30704,5024,12.547139182338105
Coryell County,Texas,75280,22400,7829,10.399840595111584
Cottle County,Texas,1642,19797,505,30.755176613885503
Crane County,Texas,4802,27893,379,7.892544773011245
Crockett County,Texas,3484,26178,637,18.28358208955224
Crosby County,Texas,5836,19443,1189,20.373543522960933
Culberson County,Texas,2214,15109,653,29.494128274616077
Dallam County,Texas,7304,27491,878,12.020810514786419
Dallas County,Texas,2606868,32653,395812,15.183430844983329
Dawson County,Texas,12813,20084,2840,22.164988683368453
Deaf Smith County,Texas,18736,21616,2995,15.985269000853972
Delta County,Texas,5249,27667,1039,19.794246523147265
Denton County,Texas,833822,41153,62681,7.517311848332138
DeWitt County,Texas,20340,28910,2946,14.48377581120944
Dickens County,Texas,2203,25025,410,18.61098502042669
Dimmit County,Texas,10438,16925,3477,33.31097911477294
Donley County,Texas,3342,25534,447,13.375224416517057
Duval County,Texas,11268,17637,2426,21.529996450124244
Eastland County,Texas,18273,24548,3168,17.337054670825808
Ector County,Texas,160579,28954,18899,11.76928490026716
Edwards County,Texas,1918,24689,165,8.602711157455683
Ellis County,Texas,173772,32571,15026,8.646962686738945
El Paso County,Texas,836062,21683,165719,19.821376883532558
Erath County,Texas,41841,27639,7305,17.458951745895174
Falls County,Texas,17272,18745,4113,23.813107920333486
Fannin County,Texas,34537,27112,3796,10.991110982424646
Fayette County,Texas,25141,30170,2929,11.650292351139573
Fisher County,Texas,3856,28750,575,14.911825726141078
Floyd County,Texas,5803,23617,847,14.595898673100121
Foard County,Texas,1275,27573,129,10.117647058823529
Fort Bend County,Texas,765394,39994,56251,7.349286772564195
Franklin County,Texas,10716,28789,988,9.219858156028367
Freestone County,Texas,19714,24621,3260,16.536471543065844
Frio County,Texas,19871,19256,3618,18.207437974938355
Gaines County,Texas,20706,23533,3143,15.17917511832319
Galveston County,Texas,332885,36819,40485,12.161857698604624
Garza County,Texas,6070,19997,829,13.657331136738057
Gillespie County,Texas,26459,34077,2476,9.357874447258022
Glasscock County,Texas,1510,31830,177,11.721854304635762
Goliad County,Texas,7565,29855,980,12.954395241242564
Gonzales County,Texas,20731,27407,2886,13.921180840287493
Gray County,Texas,22410,24686,3412,15.225345827755465
Grayson County,Texas,131014,28011,16775,12.803975147694139
Gregg County,Texas,123443,26535,21494,17.412084929886667
Grimes County,Texas,27984,25638,4134,14.772727272727273
Guadalupe County,Texas,158966,31842,14297,8.993747090572828
Hale County,Texas,33826,20986,5046,14.91751906817241
Hall County,Texas,3048,21907,685,22.473753280839894
Hamilton County,Texas,8332,26930,1402,16.82669227076332
Hansford County,Texas,5520,20410,947,17.155797101449274
Hardeman County,Texas,3945,24078,544,13.789607097591889
Hardin County,Texas,56765,30399,6768,11.922839778032237
Harris County,Texas,4646630,32765,722792,15.555187307790808
Harrison County,Texas,66580,27086,11290,16.957044157404628
Hartley County,Texas,5669,20563,251,4.427588639971777
Haskell County,Texas,5726,20394,1072,18.721620677610897
Hays County,Texas,213366,32118,28214,13.223287684073377
Hemphill County,Texas,3994,31530,326,8.162243365047571
Henderson County,Texas,81070,26121,13599,16.774392500308373
Hidalgo County,Texas,855176,17175,250879,29.336534233888695
Hill County,Texas,35689,26370,4383,12.281095015270811
Hockley County,Texas,23064,23604,3662,15.877558099202219
Hood County,Texas,58318,35606,5615,9.628245138722178
Hopkins County,Texas,36486,26821,5027,13.777887408869155
Houston County,Texas,22954,19129,4308,18.76797072405681
Howard County,Texas,36349,24547,5470,15.048557044210295
Hudspeth County,Texas,4415,14239,886,20.067950169875427
Hunt County,Texas,94162,25926,14681,15.591215139865339
Hutchinson County,Texas,21344,24434,3083,14.444340329835082
Irion County,Texas,1620,28487,241,14.876543209876544
Jack County,Texas,8852,24956,1255,14.177586985991866
Jackson County,Texas,14816,27051,1942,13.107451403887687
Jasper County,Texas,35506,25269,6371,17.94344617811074
Jeff Davis County,Texas,2241,26531,85,3.792949576082106
Jefferson County,Texas,254340,27094,41948,16.492883541715813
Jim Hogg County,Texas,5231,16864,1576,30.12808258459186
Jim Wells County,Texas,40972,21510,9388,22.91320902079469
Johnson County,Texas,167212,28579,16799,10.046527761165466
Jones County,Texas,19943,18081,1782,8.935466078323222
Karnes County,Texas,15545,27612,2199,14.146027661627533
Kaufman County,Texas,123804,28634,13864,11.198345772349844
Kendall County,Texas,43769,45866,2411,5.508464895245494
Kenedy County,Texas,568,15211,31,5.457746478873239
Kent County,Texas,647,30543,87,13.446676970633694
Kerr County,Texas,51843,32988,5880,11.341936230542213
Kimble County,Texas,4373,30099,964,22.044363137434257
King County,Texas,237,26199,25,10.548523206751055
Kinney County,Texas,3659,23934,667,18.22902432358568
Kleberg County,Texas,30974,22646,7904,25.51817653515852
Knox County,Texas,3705,23146,535,14.439946018893387
Lamar County,Texas,49611,25038,8530,17.193767511237425
Lamb County,Texas,13123,22337,2453,18.692372170997483
Lampasas County,Texas,20862,29412,2280,10.92896174863388
La Salle County,Texas,7416,21110,1098,14.805825242718445
Lavaca County,Texas,20021,32188,2083,10.404075720493482
Lee County,Texas,17058,27227,2040,11.959198030249736
Leon County,Texas,17225,30129,3023,17.550072568940493
Liberty County,Texas,83702,23461,10708,12.79300375140379
Limestone County,Texas,23417,22595,4388,18.738523295042064
Lipscomb County,Texas,3398,28131,428,12.5956444967628
Live Oak County,Texas,12139,25370,1837,15.13304226048274
Llano County,Texas,21047,37050,2211,10.505060103577707
Loving County,Texas,98,33624,15,15.306122448979592
Lubbock County,Texas,304808,27922,55155,18.094997506627124
Lynn County,Texas,5830,24917,1053,18.061749571183533
McCulloch County,Texas,8057,24311,1326,16.457738612386745
McLennan County,Texas,251089,25703,46207,18.40263810839981
McMullen County,Texas,774,31455,91,11.757105943152455
Madison County,Texas,14197,20748,1319,9.29069521729943
Marion County,Texas,10017,27566,1901,18.977737845662375
Martin County,Texas,5649,30548,474,8.390865639936273
Mason County,Texas,4186,30388,447,10.67845198279981
Matagorda County,Texas,36774,25172,6884,18.719747647794637
Maverick County,Texas,58174,16779,15616,26.843607109705363
Medina County,Texas,50057,27475,5372,10.731765787002818
Menard County,Texas,2119,25742,276,13.025011798017932
Midland County,Texas,168167,39248,15871,9.437642343622707
Milam County,Texas,24770,25714,3744,15.115058538554704
Mills County,Texas,4889,27374,734,15.013295152382899
Mitchell County,Texas,8523,21136,712,8.353866009621026
Montague County,Texas,19489,28096,2995,15.36764328595618
Montgomery County,Texas,571949,41211,52589,9.194700926131526
Moore County,Texas,21399,23001,2712,12.673489415393243
Morris County,Texas,12373,22971,2170,17.53818798997818
Motley County,Texas,1252,29071,101,8.067092651757187
Nacogdoches County,Texas,65339,23617,14803,22.655688027058876
Navarro County,Texas,48995,23786,8150,16.63435044392285
Newton County,Texas,13914,21659,3357,24.126778783958603
Nolan County,Texas,14904,25094,2359,15.827965646806227
Nueces County,Texas,361540,27740,58539,16.191569397577034
Ochiltree County,Texas,10131,23624,1522,15.023196130687989
Oldham County,Texas,2094,26408,152,7.25883476599809
Orange County,Texas,84069,30114,11029,13.118985595165874
Palo Pinto County,Texas,28540,25150,5097,17.859145059565524
Panola County,Texas,23327,26577,3353,14.37390148754662
Parker County,Texas,133811,35142,10675,7.977669997234906
Parmer County,Texas,9718,23859,1440,14.81786375797489
Pecos County,Texas,15815,21120,2041,12.905469490989566
Polk County,Texas,48913,25164,8238,16.842148304131825
Potter County,Texas,119674,22568,22979,19.20133028059562
Presidio County,Texas,6975,15337,2717,38.95340501792114
Rains County,Texas,11766,27938,1510,12.833588305286419
Randall County,Texas,134026,34293,11104,8.284959634697746
Reagan County,Texas,3766,25600,357,9.479553903345725
Real County,Texas,3408,18235,780,22.887323943661972
Red River County,Texas,12171,22689,2352,19.32462410648262
Reeves County,Texas,15492,20020,2033,13.122902143041571
Refugio County,Texas,7145,24248,1148,16.067179846046187
Roberts County,Texas,805,30955,93,11.5527950310559
Robertson County,Texas,16990,26033,2356,13.866980576809887
Rockwall County,Texas,97175,42346,4579,4.7121173141240025
Runnels County,Texas,10277,24402,1518,14.77084752359638
Rusk County,Texas,53755,26658,5769,10.732024927913683
Sabine County,Texas,10471,24870,2076,19.826186610638906
San Augustine County,Texas,8286,23683,1995,24.07675597393193
San Jacinto County,Texas,28180,23312,4238,15.039034776437191
San Patricio County,Texas,67008,26054,10516,15.69364851957975
San Saba County,Texas,5991,24961,742,12.385244533466867
Schleicher County,Texas,2983,26560,467,15.65538048944016
Scurry County,Texas,17096,24552,2173,12.710575573233504
Shackelford County,Texas,3296,24852,436,13.228155339805825
Shelby County,Texas,25349,21950,5685,22.426920194090496
Sherman County,Texas,3059,30467,448,14.645308924485127
Smith County,Texas,227449,28483,34116,14.999406460349354
Somervell County,Texas,8860,29449,2017,22.765237020316025
Starr County,Texas,64078,14179,22015,34.35656543587503
Stephens County,Texas,9364,25015,1835,19.59632635625801
Sterling County,Texas,1231,28757,29,2.3558082859463854
Stonewall County,Texas,1476,25638,169,11.449864498644986
Sutton County,Texas,3824,26904,531,13.885983263598325
Swisher County,Texas,7432,19697,1706,22.954790096878362
Tarrant County,Texas,2049770,33292,241703,11.791713216604789
Taylor County,Texas,136870,27162,19764,14.439979542631695
Terrell County,Texas,896,25687,84,9.375
Terry County,Texas,12528,20627,2208,17.624521072796934
Throckmorton County,Texas,1436,30463,241,16.782729805013926
Titus County,Texas,32640,21730,5700,17.463235294117645
Tom Green County,Texas,117986,29505,15164,12.85237231535945
Travis County,Texas,1226805,43658,143785,11.720281544336713
Trinity County,Texas,14620,25026,2244,15.348837209302326
Tyler County,Texas,21518,20249,3114,14.471605167766521
Upshur County,Texas,41018,25285,6471,15.776000780145303
Upton County,Texas,3659,25447,505,13.801585132549876
Uvalde County,Texas,26920,20329,4737,17.596582466567607
Val Verde County,Texas,48969,21370,9536,19.473544487328716
Van Zandt County,Texas,55103,27900,7377,13.387655844509375
Victoria County,Texas,92109,29199,13620,14.786828648666253
Walker County,Texas,72321,18544,12325,17.042076298723746
Waller County,Texas,51832,25401,7827,15.100709986108967
Ward County,Texas,11658,25931,1446,12.40349974266598
Washington County,Texas,35163,32625,3959,11.258993828740438
Webb County,Texas,273526,18466,74264,27.150618222764926
Wharton County,Texas,41577,25298,7212,17.34612886932679
Wheeler County,Texas,5338,27093,965,18.07793180966654
Wichita County,Texas,131596,24872,19693,14.964740569622176
Wilbarger County,Texas,12833,23696,2390,18.62386036000935
Willacy County,Texas,21588,14888,5468,25.32888641838058
Williamson County,Texas,547604,37242,34818,6.358244278712354
Wilson County,Texas,49173,32312,4652,9.460476277632033
Winkler County,Texas,7867,24467,1167,14.834117198423796
Wise County,Texas,66290,29418,6983,10.534017197163976
Wood County,Texas,44366,29005,6257,14.103142045710678
Yoakum County,Texas,8631,24582,726,8.411539798401112
Young County,Texas,18036,27423,2183,12.103570636504768
Zapata County,Texas,14304,20169,4888,34.17225950782998
Zavala County,Texas,12039,13835,4011,33.31672065786195
Beaver County,Utah,6517,23382,584,8.961178456344944
Box Elder County,Utah,53946,24797,4220,7.822637452267083
Cache County,Utah,124165,23713,18616,14.992952925542625
Carbon County,Utah,20308,23862,3347,16.481189678944258
Daggett County,Utah,613,29574,18,2.936378466557912
Davis County,Utah,345767,31205,18571,5.370957899394679
Duchesne County,Utah,20148,24573,2696,13.38098074250546
Emery County,Utah,10117,23705,1169,11.554808737768113
Garfield County,Utah,4998,25247,791,15.826330532212884
Grand County,Utah,9640,27431,860,8.921161825726141
Iron County,Utah,51213,22909,8622,16.83556909378478
Juab County,Utah,11301,22830,1405,12.432528094858862
Kane County,Utah,7484,26070,911,12.172634954569748
Millard County,Utah,12854,25225,1597,12.424148125097247
Morgan County,Utah,11664,31732,322,2.7606310013717423
Piute County,Utah,1866,19012,314,16.827438370846732
Rich County,Utah,2389,23464,296,12.390121389702804
Salt Lake County,Utah,1133646,33238,102809,9.068880408875433
San Juan County,Utah,15302,18987,3716,24.28440726702392
Sanpete County,Utah,29850,20056,4048,13.561139028475711
Sevier County,Utah,21280,23514,3118,14.652255639097744
Summit County,Utah,41103,56575,2289,5.568936573972703
Tooele County,Utah,67397,25949,4150,6.1575441043369885
Uintah County,Utah,36084,25759,4479,12.412703691386765
Utah County,Utah,605490,26215,62829,10.37655452608631
Wasatch County,Utah,31708,35641,1865,5.881796392077709
Washington County,Utah,165811,29010,19289,11.633124460982685
Wayne County,Utah,2689,22038,255,9.483079211602826
Weber County,Utah,251498,27828,25351,10.080000636187963
Addison County,Vermont,36882,34741,2435,6.6021365435713895
Bennington County,Vermont,35746,33789,3742,10.468304145918426
Caledonia County,Vermont,30234,29769,3670,12.138651848911822
Chittenden County,Vermont,162646,39062,18473,11.357795457619616
Essex County,Vermont,6200,25376,828,13.35483870967742
Franklin County,Vermont,49116,31195,4207,8.565436924831012
Grand Isle County,Vermont,7022,39770,524,7.462261463970379
Lamoille County,Vermont,25318,36747,3359,13.267240698317403
Orange County,Vermont,28908,31697,2749,9.509478345094784
Orleans County,Vermont,26901,27023,3412,12.683543362700272
Rutland County,Vermont,58892,31391,5710,9.695714188684372
Washington County,Vermont,58350,35236,5916,10.138817480719794
Windham County,Vermont,42823,32535,5626,13.137799780491791
Windsor County,Vermont,55275,36252,5001,9.047489823609228
Accomack County,Virginia,32673,26018,6141,18.79533559820035
Albemarle County,Virginia,107405,44799,9142,8.511708021041851
Alleghany County,Virginia,15157,27338,2925,19.29801411888896
Amelia County,Virginia,12953,31688,1375,10.615301474561878
Amherst County,Virginia,31775,26712,4327,13.617623918174665
Appomattox County,Virginia,15707,28586,2062,13.127904755841344
Arlington County,Virginia,233464,71841,15625,6.69268067025323
Augusta County,Virginia,75079,30272,6128,8.162069287017674
Bath County,Virginia,4307,27527,460,10.680287903413047
Bedford County,Virginia,78376,33678,6917,8.825405736449934
Bland County,Virginia,6388,22522,564,8.829054477144647
Botetourt County,Virginia,33343,35893,2126,6.376150916234293
Brunswick County,Virginia,16520,21732,2883,17.451573849878933
Buchanan County,Virginia,21788,19496,5905,27.10207453644208
Buckingham County,Virginia,17059,20605,2340,13.71709947828126
Campbell County,Virginia,55225,27739,5983,10.833861475780896
Caroline County,Virginia,30381,31568,2466,8.116915177248938
Carroll County,Virginia,29801,25449,4315,14.479379886580986
Charles City County,Virginia,7014,35304,919,13.102366695181066
Charlotte County,Virginia,12040,22018,2798,23.239202657807308
Chesterfield County,Virginia,343551,37658,23060,6.712249418572497
Clarke County,Virginia,14423,41332,1080,7.488039936212994
Craig County,Virginia,5110,30103,451,8.825831702544033
Culpeper County,Virginia,51101,32028,3843,7.5204007749359105
Cumberland County,Virginia,9824,25138,1738,17.691368078175895
Dickenson County,Virginia,14756,24978,3665,24.837354296557333
Dinwiddie County,Virginia,28485,28922,3371,11.834298753730033
Essex County,Virginia,10998,26847,1835,16.68485179123477
Fairfax County,Virginia,1145862,56231,69450,6.060939275410128
Fauquier County,Virginia,69728,45408,4030,5.779600734281781
Floyd County,Virginia,15704,26882,1613,10.271268466632705
Fluvanna County,Virginia,26594,39633,1370,5.151537940888922
Franklin County,Virginia,56187,30487,7869,14.005018954562443
Frederick County,Virginia,86415,35123,5229,6.051032806804374
Giles County,Virginia,16772,27137,1683,10.03458144526592
Gloucester County,Virginia,37222,33692,3251,8.73408199451937
Goochland County,Virginia,22865,51720,1133,4.955171659741964
Grayson County,Virginia,15742,21663,3076,19.540083852115362
Greene County,Virginia,19519,32508,1231,6.306675546903017
Greensville County,Virginia,11525,19550,1259,10.92407809110629
Halifax County,Virginia,34552,23909,4690,13.573743922204216
Hanover County,Virginia,105537,41200,5487,5.199124477671338
Henrico County,Virginia,327535,39516,29673,9.059489825514829
Henry County,Virginia,51308,22372,9149,17.83152724721291
Highland County,Virginia,2204,31485,220,9.98185117967332
Isle of Wight County,Virginia,36627,37126,3818,10.42400414994403
James City County,Virginia,74916,44495,5366,7.162688878210262
King and Queen County,Virginia,7042,31174,874,12.411246804884977
King George County,Virginia,26229,38739,1329,5.066910671394258
King William County,Virginia,16688,30704,1400,8.389261744966444
Lancaster County,Virginia,10724,40062,1035,9.651249533756062
Lee County,Virginia,23948,19720,5694,23.7765157841991
Loudoun County,Virginia,395134,55744,13342,3.376576047619289
Louisa County,Virginia,36040,34041,4209,11.678690344062154
Lunenburg County,Virginia,12282,19848,1856,15.111545350920045
Madison County,Virginia,13170,30777,852,6.469248291571754
Mathews County,Virginia,8788,35731,990,11.265361857077833
Mecklenburg County,Virginia,30728,25056,5627,18.31228846654517
Middlesex County,Virginia,10675,31502,1036,9.704918032786885
Montgomery County,Virginia,98140,30054,20897,21.293050743835337
Nelson County,Virginia,14831,35489,1909,12.87168768120828
New Kent County,Virginia,21686,38080,1457,6.718620308032833
Northampton County,Virginia,11885,28518,2079,17.492637778712663
Northumberland County,Virginia,12190,36261,1776,14.569319114027893
Nottoway County,Virginia,15433,24571,2519,16.32216678545973
Orange County,Virginia,36010,32292,2873,7.978339350180505
Page County,Virginia,23788,25170,3553,14.936102236421725
Patrick County,Virginia,17748,24292,2467,13.900157764255127
Pittsylvania County,Virginia,61256,26032,9656,15.763353793914064
Powhatan County,Virginia,28815,37424,1405,4.875932673954537
Prince Edward County,Virginia,22905,21017,3248,14.180309975987775
Prince George County,Virginia,38114,29420,2765,7.254552133074461
Prince William County,Virginia,461423,40932,30294,6.565342429831196
Pulaski County,Virginia,34182,28125,4862,14.22386051138026
Rappahannock County,Virginia,7378,41792,642,8.701545134182705
Richmond County,Virginia,8884,22853,1254,14.115263394867178
Roanoke County,Virginia,93823,36469,6335,6.752075717041664
Rockbridge County,Virginia,22570,31539,3167,14.031900753212229
Rockingham County,Virginia,80284,31275,6895,8.588261671067709
Russell County,Virginia,27141,21605,5677,20.916694300136328
Scott County,Virginia,21902,22898,3254,14.857090676650534
Shenandoah County,Virginia,43224,28882,4919,11.380251712011844
